age,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
37,Yes,rarely,research_&_development,11,2,medical,1033,1,Female,61,1,2,healthcare_representative,2.0,married,4777.0,5,No,15,3,1,0,15,2.0,1,1,0,0,0.0
55,No,frequently,research_&_development,18,4,medical,1034,3,Male,62,3,2,healthcare_representative,2.0,Desconocido,6385.0,3,Yes,14,3,4,2,17,3.0,3,8,7,6,7.0
41,No,non_travel,research_&_development,7,1,life_sciences,1035,2,Female,55,1,5,research_director,3.0,divorced,19973.0,1,No,22,4,2,2,21,3.0,3,21,16,5,10.0
38,No,rarely,sales,3,4,life_sciences,1036,2,Male,42,3,2,sales_executive,4.0,single,6861.0,8,Yes,12,3,3,0,19,1.0,3,1,0,0,0.0
26,Yes,non_travel,sales,29,2,medical,1037,2,Male,79,1,2,sales_executive,1.0,single,4969.0,8,No,18,3,4,0,7,6.0,3,2,2,2,2.0
52,Yes,rarely,sales,2,1,marketing,1038,1,Female,57,1,5,manager,4.0,Desconocido,19845.0,1,No,15,3,4,1,33,3.0,3,32,14,6,9.0
44,No,rarely,sales,28,3,medical,1039,4,Female,53,4,4,sales_executive,4.0,married,13320.0,3,Yes,18,3,3,1,23,2.0,3,12,11,11,11.0
50,No,non_travel,sales,1,3,life_sciences,1040,4,Female,95,3,2,sales_executive,3.0,married,6347.0,0,No,12,3,1,1,19,3.0,3,18,7,0,4.068783068783069
36,Yes,rarely,research_&_development,16,4,life_sciences,1042,3,Female,43,4,1,laboratory_technician,1.0,single,2743.0,1,No,16,3,3,0,18,1.0,3,17,13,15,14.0
39,No,frequently,research_&_development,22,3,medical,1043,4,Female,82,3,3,manufacturing_director,1.0,single,10880.0,1,Yes,13,3,3,0,21,2.0,3,21,6,2,8.0
33,No,non_travel,sales,8,1,life_sciences,1044,2,Female,88,2,1,sales_representative,4.0,Desconocido,2342.0,0,No,19,3,4,0,3,2.0,2,2,2,2,2.0
45,No,rarely,sales,11,2,life_sciences,1045,4,Female,90,3,4,manager,4.0,married,17650.0,3,No,13,3,2,1,26,4.0,4,9,3,1,1.0
32,No,non_travel,research_&_development,29,4,medical,1046,4,Female,69,3,1,laboratory_technician,3.0,single,4025.0,9,No,12,3,2,0,10,2.0,3,8,7,7,7.0
34,No,rarely,sales,1,4,marketing,1047,2,Male,75,4,2,sales_executive,4.0,divorced,9725.0,0,No,11,3,4,1,16,2.0,2,15,1,0,9.0
59,No,rarely,sales,1,2,technical_degree,1048,2,Male,66,3,3,manager,4.0,married,11904.0,3,Yes,14,3,3,1,14,1.0,1,6,4,0,4.0
45,No,rarely,human_resources,24,4,medical,1049,2,Male,36,3,1,human_resources,2.0,single,2177.0,1,No,16,3,1,0,6,3.0,3,6,3,0,4.0
53,No,rarely,sales,2,3,marketing,1050,3,Female,38,2,3,sales_executive,2.0,married,7525.0,2,No,12,3,1,1,30,2.0,3,15,7,6,12.0
36,Yes,rarely,research_&_development,15,3,other,1052,1,Male,81,3,2,laboratory_technician,3.0,divorced,4834.0,7,No,14,3,2,1,9,3.0,2,1,0,0,0.0
26,Yes,frequently,research_&_development,2,3,life_sciences,1053,1,Male,57,3,1,research_scientist,1.0,married,2042.0,6,Yes,14,3,2,1,6,2.0,3,3,2,1,2.0
34,No,rarely,sales,10,4,life_sciences,1055,3,Female,87,3,1,sales_representative,3.0,married,2220.0,1,Yes,19,3,4,1,1,3.0,3,1,1,0,0.0
28,No,rarely,sales,10,1,medical,1056,4,Male,74,3,1,sales_representative,2.0,married,1052.0,1,No,22,4,2,0,1,5.0,3,1,0,0,0.0
38,No,frequently,research_&_development,3,4,other,1060,3,Male,44,3,1,research_scientist,3.0,married,2821.0,3,No,16,3,1,1,8,2.0,3,2,2,2,2.0
50,No,rarely,research_&_development,2,4,medical,1061,2,Male,62,3,5,research_director,3.0,Desconocido,19237.0,2,Yes,11,3,4,1,29,2.0,2,8,1,7,4.068783068783069
37,No,rarely,research_&_development,3,3,other,1062,4,Female,35,3,2,healthcare_representative,2.0,single,4107.0,3,No,15,3,1,0,8,3.0,2,4,3,0,1.0
40,No,rarely,sales,26,3,marketing,1066,3,Male,74,3,2,sales_executive,1.0,married,8396.0,1,No,14,3,2,1,8,3.0,2,7,7,7,5.0
26,No,frequently,research_&_development,1,1,medical,1068,1,Female,66,2,1,research_scientist,3.0,divorced,2007.0,1,No,13,3,3,2,5,5.0,3,5,3,1,4.068783068783069
46,No,rarely,research_&_development,1,4,medical,1069,4,Male,40,3,5,research_director,4.0,divorced,19627.0,9,No,17,3,4,2,23,0.0,3,2,2,2,2.0
54,No,rarely,sales,2,4,life_sciences,1070,3,Female,41,2,3,sales_executive,3.0,married,10686.0,6,No,11,3,2,1,13,4.0,3,9,4,7,0.0
56,No,frequently,research_&_development,9,3,medical,1071,1,Female,63,3,1,research_scientist,3.0,married,2942.0,2,No,19,3,2,1,18,4.0,3,5,4,0,4.068783068783069
36,No,rarely,research_&_development,12,5,medical,1073,4,Female,51,2,3,manufacturing_director,4.0,single,8858.0,0,No,11,3,2,0,15,2.0,2,14,8,7,8.0
55,No,non_travel,research_&_development,2,1,medical,1074,3,Male,40,2,4,manager,1.0,single,16756.0,7,No,15,3,2,0,31,3.0,4,9,7,6,2.0
43,No,rarely,sales,25,3,medical,1076,3,Male,79,2,3,sales_executive,4.0,divorced,10798.0,5,No,13,3,3,1,18,5.0,3,1,0,0,0.0
20,Yes,frequently,sales,9,3,marketing,1077,4,Female,54,3,1,sales_representative,4.0,single,2323.0,1,Yes,14,3,2,0,2,3.0,3,2,2,0,4.068783068783069
36,Yes,rarely,research_&_development,10,3,other,1079,3,Female,36,2,1,laboratory_technician,1.0,single,1416.0,1,No,13,3,1,0,1,6.0,2,1,0,1,0.0
46,No,rarely,research_&_development,8,4,life_sciences,1080,4,Female,74,2,2,research_scientist,1.0,divorced,4615.0,8,Yes,23,4,1,3,19,2.0,3,16,13,1,7.0
51,Yes,rarely,research_&_development,4,4,life_sciences,1081,1,Male,34,3,1,research_scientist,3.0,married,2461.0,9,Yes,12,3,3,3,18,2.0,4,10,0,2,7.0
28,Yes,non_travel,research_&_development,24,2,technical_degree,1082,2,Male,72,2,3,healthcare_representative,1.0,single,8722.0,1,No,12,3,1,0,10,2.0,2,10,7,1,9.0
26,No,rarely,research_&_development,1,2,medical,1083,1,Male,59,2,1,laboratory_technician,1.0,married,3955.0,1,No,16,3,1,2,6,2.0,3,5,3,1,3.0
30,No,rarely,research_&_development,20,3,other,1084,3,Male,85,3,2,manufacturing_director,1.0,married,9957.0,0,No,15,3,3,1,7,3.0,2,6,2,0,2.0
41,No,rarely,research_&_development,7,2,technical_degree,1085,2,Female,43,4,1,research_scientist,3.0,married,3376.0,1,No,13,3,3,0,10,3.0,3,10,6,0,8.0
38,No,rarely,research_&_development,17,1,life_sciences,1088,3,Female,65,2,3,healthcare_representative,3.0,married,8823.0,0,No,18,3,1,1,20,4.0,2,19,9,1,9.0
40,No,rarely,research_&_development,20,4,technical_degree,1092,1,Male,61,3,3,healthcare_representative,4.0,married,10322.0,4,No,20,4,4,1,14,6.0,3,11,10,11,1.0
27,No,non_travel,research_&_development,8,5,life_sciences,1094,1,Male,87,1,1,laboratory_technician,3.0,married,4621.0,1,No,19,3,4,3,3,4.0,3,3,2,1,2.0
55,No,frequently,research_&_development,2,1,life_sciences,1096,4,Male,65,3,3,manufacturing_director,2.0,married,10976.0,3,No,18,3,2,1,23,4.0,3,3,2,1,2.0
28,No,rarely,research_&_development,10,3,other,1097,3,Female,59,3,2,research_scientist,3.0,single,3660.0,3,No,13,3,4,0,10,4.0,4,8,7,1,7.0
44,Yes,rarely,human_resources,1,2,medical,1098,2,Male,91,2,3,human_resources,1.0,married,4907.0,9,No,14,3,4,1,24,1.0,3,20,6,3,4.068783068783069
33,No,rarely,research_&_development,5,3,life_sciences,1099,4,Male,34,2,3,healthcare_representative,4.0,divorced,7119.0,4,No,15,3,3,1,9,2.0,3,3,2,1,2.0
35,Yes,rarely,sales,4,3,technical_degree,1100,4,Male,86,3,3,sales_executive,1.0,single,9582.0,0,Yes,22,4,1,0,9,2.0,3,8,7,4,7.0
33,Yes,frequently,research_&_development,29,4,medical,1101,1,Female,54,2,2,research_scientist,3.0,single,4508.0,1,No,22,4,2,0,14,4.0,3,13,7,3,8.0
36,No,rarely,research_&_development,15,2,life_sciences,1102,1,Male,50,3,1,laboratory_technician,3.0,divorced,2207.0,1,No,16,3,4,1,4,5.0,2,4,2,2,2.0
36,No,frequently,research_&_development,3,1,life_sciences,1103,1,Male,45,3,2,healthcare_representative,4.0,single,7756.0,0,No,17,3,3,0,7,1.0,2,6,2,0,4.0
37,No,rarely,sales,10,4,other,1105,4,Female,88,2,2,sales_executive,4.0,divorced,6694.0,2,Yes,14,3,3,3,8,5.0,3,1,0,0,0.0
25,Yes,rarely,research_&_development,4,1,technical_degree,1106,4,Male,32,3,1,laboratory_technician,4.0,married,3691.0,1,Yes,15,3,2,1,7,3.0,4,7,7,5,6.0
26,Yes,rarely,research_&_development,21,3,medical,1107,1,Male,37,3,1,laboratory_technician,3.0,divorced,2377.0,1,No,20,4,3,1,1,0.0,2,1,1,0,0.0
33,Yes,rarely,research_&_development,25,3,medical,1108,1,Male,55,2,1,research_scientist,2.0,single,2313.0,4,Yes,20,4,2,0,5,0.0,3,2,2,2,2.0
42,No,rarely,research_&_development,2,2,medical,1109,4,Male,35,3,4,manager,1.0,married,17665.0,0,No,17,3,4,1,23,3.0,3,22,6,13,7.0
28,Yes,frequently,research_&_development,1,3,medical,1111,1,Male,45,2,1,laboratory_technician,2.0,divorced,2596.0,1,No,15,3,1,2,1,2.0,3,1,0,0,0.0
50,Yes,frequently,sales,1,4,other,1113,4,Male,81,3,2,sales_executive,3.0,single,4728.0,3,Yes,14,3,4,0,5,4.0,3,0,0,0,0.0
33,No,frequently,sales,7,3,other,1114,4,Female,30,3,2,sales_executive,2.0,married,4302.0,0,No,17,3,3,1,4,3.0,3,3,2,0,2.0
34,No,non_travel,research_&_development,3,4,life_sciences,1115,3,Male,40,2,1,research_scientist,4.0,married,4907.0,3,No,17,3,4,3,6,2.0,3,0,0,0,0.0
48,No,non_travel,research_&_development,1,4,medical,1116,1,Male,35,4,4,manager,4.0,single,16885.0,2,No,22,4,3,0,27,3.0,2,5,4,2,1.0
45,No,non_travel,sales,9,4,life_sciences,1117,2,Female,65,2,2,sales_executive,3.0,married,5593.0,1,No,13,3,4,1,15,2.0,3,15,10,4,12.0
52,No,rarely,research_&_development,7,4,life_sciences,1118,2,Male,87,3,3,healthcare_representative,2.0,single,10445.0,7,No,19,3,4,0,18,3.0,3,8,6,4,0.0
38,No,rarely,sales,10,4,marketing,1119,3,Male,73,2,3,sales_executive,3.0,divorced,8740.0,0,Yes,14,3,2,2,9,2.0,3,8,7,2,7.0
29,No,rarely,research_&_development,28,4,life_sciences,1120,3,Female,93,3,1,research_scientist,4.0,divorced,2514.0,4,No,22,4,1,1,11,1.0,3,7,5,1,7.0
28,No,rarely,research_&_development,3,3,medical,1121,4,Female,93,3,3,manufacturing_director,2.0,divorced,7655.0,0,No,17,3,2,3,10,3.0,2,9,7,1,4.068783068783069
46,No,rarely,sales,3,1,marketing,1124,1,Male,52,3,4,manager,3.0,married,17465.0,3,No,12,3,4,1,23,3.0,3,12,9,4,9.0
38,No,rarely,sales,2,2,marketing,1125,4,Male,32,3,3,sales_executive,2.0,Desconocido,7351.0,7,No,16,3,3,0,10,2.0,3,1,0,0,0.0
43,No,frequently,research_&_development,27,3,life_sciences,1126,3,Female,83,3,3,manufacturing_director,1.0,married,10820.0,8,No,11,3,3,1,18,3.0,3,8,7,0,1.0
39,Yes,frequently,research_&_development,2,3,life_sciences,1127,1,Male,84,3,4,healthcare_representative,4.0,divorced,12169.0,7,No,11,3,4,3,21,4.0,3,18,7,11,5.0
40,No,rarely,research_&_development,14,3,medical,1128,3,Male,44,2,5,research_director,3.0,single,19626.0,1,No,14,3,1,0,21,2.0,4,20,7,4,9.0
21,No,rarely,research_&_development,1,1,technical_degree,1131,4,Female,70,2,1,research_scientist,2.0,single,2070.0,1,Yes,11,3,3,0,2,6.0,4,2,2,2,2.0
39,No,non_travel,research_&_development,9,3,life_sciences,1132,3,Male,70,3,2,laboratory_technician,2.0,single,6782.0,9,No,15,3,3,0,9,2.0,2,5,4,0,3.0
36,No,non_travel,research_&_development,18,4,life_sciences,1133,1,Male,78,3,2,manufacturing_director,4.0,Desconocido,7779.0,2,No,20,4,1,0,18,0.0,3,11,9,0,4.068783068783069
31,No,frequently,sales,20,3,life_sciences,1135,3,Male,67,4,1,sales_representative,4.0,married,2791.0,0,No,12,3,1,1,3,4.0,3,2,2,2,2.0
28,No,rarely,research_&_development,2,1,life_sciences,1136,1,Male,67,2,1,research_scientist,2.0,Desconocido,3201.0,0,No,17,3,1,0,6,2.0,1,5,3,0,4.0
35,No,frequently,sales,11,2,marketing,1137,4,Male,54,3,2,sales_executive,4.0,divorced,4968.0,1,No,11,3,4,1,5,3.0,3,5,2,0,2.0
49,No,rarely,sales,8,4,technical_degree,1138,4,Male,56,2,4,sales_executive,2.0,married,13120.0,6,No,17,3,2,1,22,3.0,3,9,8,2,3.0
34,No,frequently,research_&_development,2,2,life_sciences,1140,4,Male,95,3,2,manufacturing_director,3.0,single,4033.0,2,No,11,3,4,0,5,3.0,2,3,2,0,2.0
29,No,frequently,research_&_development,10,3,life_sciences,1143,4,Female,61,3,1,research_scientist,2.0,Desconocido,3291.0,0,No,14,3,4,2,8,2.0,2,7,5,1,1.0
42,No,rarely,research_&_development,29,3,medical,1148,2,Male,56,1,2,laboratory_technician,4.0,single,4272.0,4,No,19,3,1,0,16,3.0,3,1,0,0,0.0
29,No,rarely,research_&_development,8,1,medical,1150,2,Male,79,2,2,manufacturing_director,4.0,married,5056.0,1,Yes,15,3,3,1,10,2.0,2,10,7,1,2.0
38,No,rarely,human_resources,1,3,human_resources,1152,3,Male,37,4,1,human_resources,3.0,married,2844.0,1,No,13,3,4,1,7,2.0,4,7,6,5,0.0
28,No,frequently,research_&_development,6,3,life_sciences,1154,3,Male,39,2,1,research_scientist,3.0,divorced,2703.0,1,Yes,14,3,4,1,3,2.0,3,3,1,0,2.0
18,Yes,non_travel,research_&_development,8,1,medical,1156,3,Male,80,3,1,laboratory_technician,3.0,single,1904.0,1,No,12,3,4,0,0,0.0,3,0,0,0,0.0
33,Yes,rarely,sales,9,4,marketing,1157,1,Female,77,3,2,sales_executive,1.0,single,8224.0,0,Yes,17,3,1,0,6,3.0,3,5,2,0,3.0
41,No,rarely,research_&_development,12,4,life_sciences,1158,2,Male,46,3,1,laboratory_technician,4.0,married,4766.0,3,No,11,3,1,1,6,4.0,3,1,0,0,0.0
31,Yes,rarely,research_&_development,15,3,medical,1160,3,Male,72,3,1,laboratory_technician,3.0,married,2610.0,1,No,12,3,3,1,2,5.0,2,2,2,2,2.0
37,No,rarely,research_&_development,25,2,medical,1161,3,Female,52,2,2,healthcare_representative,4.0,divorced,5731.0,7,No,13,3,3,2,9,2.0,3,6,2,1,3.0
27,No,rarely,research_&_development,6,3,life_sciences,1162,4,Male,55,2,1,research_scientist,3.0,married,2539.0,1,No,13,3,3,1,4,0.0,3,4,2,2,2.0
34,No,rarely,sales,9,1,life_sciences,1163,2,Female,70,3,2,sales_executive,3.0,Desconocido,5714.0,1,No,20,4,1,0,6,3.0,2,6,5,1,3.0
35,No,rarely,human_resources,8,4,technical_degree,1164,3,Male,100,3,1,human_resources,3.0,single,4323.0,1,No,17,3,2,0,6,2.0,1,5,4,1,4.0
29,Yes,rarely,sales,23,1,life_sciences,1165,4,Female,45,2,3,sales_executive,1.0,married,7336.0,1,No,13,3,1,1,11,3.0,1,11,8,3,10.0
40,No,frequently,research_&_development,9,4,medical,1166,2,Female,88,3,3,research_director,3.0,single,13499.0,9,No,17,3,3,0,20,3.0,2,18,7,2,13.0
42,Yes,frequently,sales,12,3,life_sciences,1167,3,Male,44,3,4,sales_executive,1.0,single,13758.0,0,Yes,12,3,2,0,22,2.0,2,21,9,13,14.0
42,No,rarely,sales,4,4,marketing,1171,2,Male,45,3,2,sales_executive,1.0,single,5155.0,7,No,13,3,4,0,9,3.0,4,6,4,1,4.068783068783069
35,No,rarely,research_&_development,1,4,medical,1172,4,Male,58,2,1,laboratory_technician,3.0,married,2258.0,6,No,12,3,2,1,10,2.0,3,8,0,1,7.0
24,No,rarely,research_&_development,24,3,medical,1173,4,Male,49,3,1,laboratory_technician,2.0,single,3597.0,8,No,22,4,4,0,6,2.0,3,4,3,1,2.0
28,Yes,rarely,research_&_development,12,1,life_sciences,1175,3,Female,79,3,1,laboratory_technician,4.0,Desconocido,2515.0,1,Yes,11,3,4,0,1,4.0,2,1,1,0,4.068783068783069
26,No,rarely,research_&_development,3,4,medical,1177,1,Male,82,4,1,laboratory_technician,4.0,Desconocido,4420.0,1,No,22,4,2,1,8,2.0,3,8,7,0,7.0
30,No,rarely,sales,10,3,marketing,1179,3,Male,72,2,2,sales_executive,3.0,married,6578.0,1,No,18,3,1,1,10,3.0,3,10,3,1,4.0
40,No,frequently,research_&_development,26,2,medical,1180,3,Female,92,2,2,research_scientist,4.0,married,4422.0,3,Yes,13,3,4,1,16,3.0,1,1,1,0,0.0
35,No,rarely,research_&_development,2,3,life_sciences,1182,3,Male,44,2,3,manufacturing_director,2.0,divorced,10274.0,2,No,18,3,2,1,15,2.0,4,7,7,6,4.068783068783069
34,No,frequently,research_&_development,1,3,medical,1184,4,Male,97,2,2,healthcare_representative,1.0,single,5343.0,0,No,20,4,3,0,14,3.0,3,13,9,4,9.0
35,No,frequently,research_&_development,4,4,other,1185,4,Male,47,2,1,laboratory_technician,4.0,married,2376.0,1,No,13,3,2,1,2,2.0,4,2,2,2,2.0
43,Yes,rarely,sales,9,3,marketing,1188,1,Female,85,1,2,sales_executive,3.0,single,5346.0,8,No,13,3,2,0,7,2.0,2,4,3,1,3.0
32,No,rarely,sales,2,1,life_sciences,1190,3,Female,76,3,1,sales_representative,1.0,divorced,2827.0,1,No,12,3,3,3,1,3.0,3,1,0,0,0.0
56,No,rarely,research_&_development,4,4,technical_degree,1191,4,Female,92,3,5,manager,1.0,divorced,19943.0,4,No,13,3,4,1,28,2.0,3,5,2,4,2.0
29,No,rarely,research_&_development,6,1,medical,1192,2,Female,54,3,1,laboratory_technician,4.0,married,3131.0,1,No,13,3,1,1,10,5.0,3,10,8,0,8.0
19,No,rarely,research_&_development,9,2,life_sciences,1193,3,Male,54,3,1,research_scientist,1.0,single,2552.0,1,No,25,4,3,0,1,4.0,3,1,1,0,0.0
45,No,rarely,research_&_development,7,3,other,1195,1,Female,83,3,1,research_scientist,3.0,married,4477.0,4,No,19,3,3,1,7,3.0,2,3,2,0,2.0
37,No,rarely,research_&_development,1,3,life_sciences,1196,4,Female,56,2,2,manufacturing_director,4.0,married,6474.0,1,No,13,3,2,1,14,2.0,2,14,8,3,11.0
20,No,rarely,research_&_development,3,3,life_sciences,1198,1,Male,87,2,1,laboratory_technician,3.0,single,3033.0,1,No,12,3,1,0,2,2.0,2,2,2,1,2.0
44,Yes,rarely,research_&_development,10,4,life_sciences,1200,3,Male,96,3,1,research_scientist,3.0,single,2936.0,1,Yes,11,3,3,0,6,4.0,3,6,4,0,4.068783068783069
53,No,rarely,research_&_development,7,2,medical,1201,4,Female,50,3,5,manager,3.0,divorced,18606.0,3,No,18,3,2,1,26,6.0,3,7,7,4,7.0
29,No,rarely,research_&_development,15,1,life_sciences,1202,2,Female,69,1,1,research_scientist,4.0,married,2168.0,0,Yes,18,3,1,1,6,2.0,2,5,4,1,3.0
22,Yes,frequently,research_&_development,3,4,life_sciences,1203,3,Male,48,2,1,research_scientist,4.0,married,2853.0,0,Yes,11,3,2,1,1,5.0,3,0,0,0,0.0
46,No,rarely,sales,2,3,other,1204,3,Female,69,3,4,manager,1.0,Desconocido,17048.0,8,No,23,4,1,0,28,2.0,3,26,15,15,4.068783068783069
44,No,rarely,research_&_development,17,3,life_sciences,1206,4,Male,74,1,1,research_scientist,3.0,single,2290.0,2,No,13,3,4,0,6,3.0,3,0,0,0,0.0
33,No,rarely,human_resources,2,3,human_resources,1207,2,Male,99,3,1,human_resources,3.0,married,3600.0,1,No,13,3,4,1,5,2.0,3,5,4,1,4.0
41,Yes,non_travel,research_&_development,5,2,life_sciences,1210,1,Male,95,2,1,research_scientist,1.0,divorced,2107.0,6,No,17,3,1,1,5,2.0,1,1,0,0,0.0
30,No,rarely,sales,29,4,life_sciences,1211,3,Male,61,3,2,sales_executive,1.0,divorced,4115.0,8,No,19,3,3,3,8,3.0,3,4,3,0,3.0
40,No,frequently,sales,2,4,medical,1212,2,Male,62,3,2,sales_executive,2.0,married,4327.0,5,No,12,3,4,3,5,2.0,3,0,0,0,0.0
50,No,frequently,research_&_development,2,3,medical,1215,4,Female,30,3,4,manager,1.0,married,17856.0,2,No,22,4,3,1,32,3.0,3,2,2,2,2.0
28,No,rarely,research_&_development,19,4,medical,1216,4,Male,78,2,1,laboratory_technician,1.0,married,3196.0,1,No,12,3,3,3,6,3.0,3,6,5,3,3.0
46,No,rarely,research_&_development,15,2,life_sciences,1217,4,Male,52,3,5,research_director,2.0,married,19081.0,5,No,11,3,1,1,25,2.0,3,4,2,0,3.0
35,No,rarely,sales,17,4,life_sciences,1218,3,Male,94,3,2,sales_executive,1.0,Desconocido,8966.0,3,Yes,15,3,4,3,15,2.0,3,7,7,1,7.0
24,Yes,rarely,research_&_development,17,2,life_sciences,1219,4,Female,97,3,1,laboratory_technician,2.0,married,2210.0,1,No,13,3,1,1,1,3.0,1,1,0,0,0.0
33,No,frequently,sales,25,3,medical,1220,2,Female,82,3,2,sales_executive,3.0,married,4539.0,1,No,12,3,1,1,10,3.0,2,10,7,0,1.0
36,No,rarely,research_&_development,6,4,life_sciences,1221,3,Male,60,1,1,laboratory_technician,3.0,divorced,2741.0,1,No,14,3,3,1,7,4.0,3,7,7,1,7.0
30,No,rarely,research_&_development,7,4,life_sciences,1224,3,Male,49,3,2,laboratory_technician,3.0,Desconocido,3491.0,1,No,13,3,1,3,10,4.0,2,10,7,8,9.0
44,No,rarely,research_&_development,29,4,other,1225,4,Male,32,3,2,research_scientist,4.0,single,4541.0,1,No,25,4,2,0,20,3.0,3,20,11,13,17.0
20,No,rarely,sales,21,3,marketing,1226,3,Male,43,4,1,sales_representative,4.0,single,2678.0,1,No,17,3,4,0,2,2.0,3,2,1,2,2.0
46,No,rarely,research_&_development,2,4,technical_degree,1228,4,Male,60,3,2,manufacturing_director,4.0,divorced,7379.0,2,No,11,3,3,1,12,3.0,2,6,3,1,4.0
42,No,non_travel,human_resources,2,5,medical,1231,4,Male,79,4,2,human_resources,1.0,married,6272.0,7,No,16,3,1,1,10,3.0,4,4,3,0,3.0
60,No,rarely,sales,7,4,marketing,1233,2,Male,52,4,2,sales_executive,4.0,Desconocido,5220.0,0,Yes,18,3,2,1,12,3.0,3,11,7,1,9.0
32,No,frequently,research_&_development,13,3,other,1234,3,Female,77,2,1,laboratory_technician,2.0,married,2743.0,1,No,20,4,3,1,2,2.0,3,2,2,2,2.0
32,No,frequently,research_&_development,2,2,life_sciences,1235,4,Female,38,3,2,research_scientist,3.0,single,4998.0,4,Yes,14,3,4,0,10,2.0,3,8,7,0,7.0
36,No,rarely,research_&_development,1,3,technical_degree,1237,3,Female,77,1,3,manufacturing_director,1.0,Desconocido,10252.0,2,Yes,21,4,3,1,17,2.0,3,7,7,7,7.0
33,No,rarely,research_&_development,9,3,medical,1238,1,Male,60,3,1,research_scientist,4.0,married,2781.0,0,No,13,3,2,1,15,5.0,3,14,10,4,10.0
40,No,rarely,sales,10,3,technical_degree,1239,2,Female,84,2,2,sales_executive,2.0,divorced,6852.0,7,No,12,3,2,1,7,2.0,4,5,1,1,3.0
25,No,rarely,sales,10,4,life_sciences,1240,3,Male,57,3,2,sales_executive,4.0,single,4950.0,0,No,14,3,2,0,5,4.0,3,4,3,1,1.0
30,No,rarely,research_&_development,1,3,medical,1241,4,Male,63,3,1,research_scientist,2.0,married,3579.0,0,Yes,21,4,1,1,12,2.0,3,11,9,5,7.0
42,No,frequently,research_&_development,26,5,medical,1242,1,Female,60,3,3,research_director,1.0,married,13191.0,3,Yes,17,3,3,0,20,6.0,3,1,0,0,0.0
35,No,non_travel,sales,8,2,marketing,1243,3,Female,78,2,3,sales_executive,4.0,married,10377.0,4,Yes,11,3,2,1,16,6.0,2,13,2,4,12.0
27,No,rarely,research_&_development,14,3,other,1244,1,Male,42,3,1,research_scientist,1.0,married,2235.0,1,Yes,14,3,4,2,9,3.0,2,9,7,6,8.0
54,No,frequently,research_&_development,1,4,life_sciences,1245,4,Female,53,3,3,manufacturing_director,3.0,divorced,10502.0,7,No,17,3,1,1,33,2.0,1,5,4,1,4.0
44,No,rarely,research_&_development,2,1,life_sciences,1246,1,Female,72,4,1,research_scientist,4.0,married,2011.0,1,No,13,3,4,1,10,5.0,3,10,5,7,4.068783068783069
19,Yes,non_travel,research_&_development,10,3,medical,1248,1,Female,96,2,1,research_scientist,2.0,single,1859.0,1,Yes,25,4,2,0,1,2.0,4,1,1,0,0.0
29,No,rarely,research_&_development,1,3,life_sciences,1249,1,Female,97,3,1,research_scientist,4.0,Desconocido,3760.0,1,No,15,3,1,3,3,5.0,3,3,2,1,2.0
54,No,rarely,research_&_development,3,3,life_sciences,1250,4,Male,85,3,4,research_director,4.0,married,17779.0,3,No,14,3,1,0,36,2.0,3,10,9,0,9.0
31,No,rarely,research_&_development,11,2,medical,1251,3,Male,80,3,2,healthcare_representative,1.0,married,6833.0,1,Yes,12,3,4,0,6,2.0,2,6,5,0,1.0
31,No,rarely,research_&_development,24,3,medical,1252,3,Female,96,2,2,healthcare_representative,1.0,single,6812.0,1,No,19,3,2,0,10,2.0,3,10,9,1,4.068783068783069
59,No,rarely,sales,3,3,life_sciences,1254,3,Female,48,2,2,sales_executive,4.0,single,5171.0,5,No,17,3,4,0,13,2.0,3,6,1,0,5.0
43,No,rarely,research_&_development,3,3,life_sciences,1255,3,Male,96,1,5,research_director,4.0,married,19740.0,3,No,14,3,2,1,25,2.0,3,8,7,0,7.0
49,No,rarely,research_&_development,4,2,medical,1256,1,Male,85,2,5,manager,3.0,married,18711.0,2,No,13,3,3,1,23,2.0,4,1,0,0,4.068783068783069
36,No,frequently,research_&_development,3,3,technical_degree,1257,3,Male,46,3,1,research_scientist,2.0,married,3692.0,1,No,12,3,3,0,12,2.0,2,11,10,0,7.0
48,No,rarely,research_&_development,2,2,technical_degree,1258,4,Male,76,4,1,laboratory_technician,2.0,single,2559.0,5,No,11,3,3,0,7,4.0,2,1,0,0,0.0
27,No,rarely,research_&_development,4,2,life_sciences,1259,1,Male,76,3,1,research_scientist,3.0,Desconocido,2517.0,1,No,11,3,2,3,5,3.0,3,5,3,0,3.0
29,No,rarely,research_&_development,7,3,life_sciences,1260,3,Male,82,3,2,healthcare_representative,4.0,divorced,6623.0,1,Yes,11,3,2,2,6,2.0,3,6,0,1,0.0
48,No,rarely,research_&_development,1,3,life_sciences,1263,4,Male,76,2,5,research_director,4.0,single,18265.0,6,No,12,3,3,0,25,3.0,4,1,0,0,4.068783068783069
29,No,rarely,research_&_development,1,3,life_sciences,1264,4,Female,87,2,4,research_director,4.0,divorced,16124.0,3,No,14,3,2,2,9,2.0,2,7,7,1,7.0
